gvkey,conm,tic,sic,naics,linkprim,liid,linktype,linkid,lpermno,lpermco,USEDFLAG,linkdt,linkenddt,GSECTOR,GGROUP,GIND,GSUBIND,SPCINDCD,SPCSECCD
005848,IBP INC,IBP,2011,311611,C,01,LC,4,75227,20951,1,19871001,20010928,30,3020,302020,30202030,250,978
005848,IBP INC,IBP,2011,311611,C,01,LC,2,46252,24869,1,19680515,19810812,30,3020,302020,30202030,250,978
005860,ITT CORP,ITT,3812,334511,P,01,LC,1,12570,20964,1,19620131,E,20,2010,201010,20101010,355,925
005860,ITT CORP,ITT,3812,334511,C,00X,LC,0,12570,20964,1,19500101,19620130,20,2010,201010,20101010,355,925
005862,RAYONIER INC,RYN,2611,322110,P,01,LU,2,80210,30265,1,19940302,E,40,4040,404020,40402070,400,970
005870,IDACORP INC,IDA,4911,22111,P,01,LU,1,21928,20965,1,19620131,E,55,5510,551010,55101010,705,700
005870,IDACORP INC,IDA,4911,22111,C,00X,LU,0,21928,20965,1,19510101,19620130,55,5510,551010,55101010,705,700
005878,ILLINOIS TOOL WORKS,ITW,3540,333992,P,01,LU,2,56573,20968,1,19730313,E,20,2010,201060,20106020,355,925
005885,IMMUNEX CORP,IMNX,2836,325414,P,01,LU,1,43610,6125,1,19830701,20020731,35,3520,352010,35201010,147,905
005902,IMMUNOMEDICS INC,IMMU,2835,325413,P,01,LU,1,43757,6560,1,19840731,E,35,3520,352010,35201010,147,905
005902,IMMUNOMEDICS INC,IMMU,2835,325413,C,00X,LU,0,43757,6560,1,19840701,19840730,35,3520,352010,35201010,147,905
005918,VECTREN CORP,VVC,4923,221210,P,01,LU,2,51633,20976,1,19701208,E,55,5510,551030,55103010,710,700
005959,INGERSOLL-RAND PLC,IR,3560,333912,P,01,LC,1,12431,20977,1,19620131,E,20,2010,201060,20106020,345,925
005959,INGERSOLL-RAND PLC,IR,3560,333912,C,00X,LN,0,12431,20977,-1,19500101,19620130,20,2010,201060,20106020,345,925
006003,INTEGRATED DEVICE TECH INC,IDTI,3674,334413,P,01,LU,1,44506,6867,1,19840217,E,45,4530,453010,45301020,235,940
006008,INTEL CORP,INTC,3674,334413,P,01,LU,2,59328,2367,1,19721214,E,45,4530,453010,45301020,235,940
006025,FURNITURE BRANDS INTL INC,FBN,2510,33712,P,01,LU,3,77855,20987,1,19920629,E,25,2520,252010,25201020,315,976
006025,FURNITURE BRANDS INTL INC,FBN,2510,33712,C,00X,LU,0,18278,20987,1,19491201,19620130,25,2520,252010,25201020,315,976
006025,FURNITURE BRANDS INTL INC,FBN,2510,33712,P,01,LU,1,18278,20987,1,19620131,19920626,25,2520,252010,25201020,315,976
006036,INTERGRAPH CORP,INGR,7372,511210,P,01,LU,1,44792,2356,1,19810407,20061130,45,4510,451030,45103010,185,940
006066,INTL BUSINESS MACHINES CORP,IBM,7370,541519,C,00X,LC,0,12490,20990,1,19500101,19620130,45,4520,452020,45202010,190,940
006066,INTL BUSINESS MACHINES CORP,IBM,7370,541519,P,01,LC,1,12490,20990,1,19620131,E,45,4520,452020,45202010,190,940
006078,INTL FLAVORS & FRAGRANCES,IFF,2860,325199,P,01,LU,2,40272,20991,1,19640302,E,15,1510,151010,15101050,167,970
006081,NAVISTAR INTERNATIONAL CORP,NAV,3711,336120,P,01,LU,1,12503,21265,1,19620131,20070213,20,2010,201060,20106010,135,925
006081,NAVISTAR INTERNATIONAL CORP,NAV,3711,336120,C,00X,LU,0,12503,21265,1,19491101,19620130,20,2010,201060,20106010,135,925
006081,NAVISTAR INTERNATIONAL CORP,NAV,3711,336120,P,01,LC,3,12503,21265,1,20080630,E,20,2010,201060,20106010,135,925
006097,INTL GAME TECHNOLOGY,IGT,3990,339999,P,01,LU,1,45277,5132,1,19811022,E,25,2530,253010,25301010,262,976
006100,INTERDIGITAL INC,IDCC,6794,533110,P,01,LU,1,45306,5184,1,19811112,E,45,4520,452010,45201020,175,976
006104,INTL PAPER CO,IP,2600,322,C,00X,LU,0,21573,20994,1,19500101,19620130,15,1510,151050,15105020,400,970
006104,INTL PAPER CO,IP,2600,322,P,01,LU,1,21573,20994,1,19620131,E,15,1510,151050,15105020,400,970
006109,INTL RECTIFIER CORP,IRF,3674,334413,P,01,LU,1,27705,20996,1,19620131,E,45,4530,453010,45301020,235,940
006116,INTL SPEEDWAY CORP  -CL A,ISCA,7948,711212,C,02,LU,3,84226,27852,1,19961105,E,25,2530,253010,25301030,475,976
006136,INTERPUBLIC GROUP OF COS,IPG,7311,541810,P,01,LU,2,53065,20997,1,19710823,E,25,2540,254010,25401010,456,976
006158,INVACARE CORP,IVC,3842,339113,P,01,LU,1,45728,7029,1,19840511,E,35,3510,351010,35101010,300,905
006169,IOMEGA CORP,IOM,3572,334112,P,01,LU,1,45891,6143,1,19830707,E,45,4520,452020,45202020,188,940
006196,ANIXTER INTL INC,AXE,5063,423610,C,01,LU,1,46077,6393,1,19690617,E,45,4520,452030,45203030,180,940
006207,JLG INDUSTRIES INC,JLG,3531,333120,P,01,LC,2,46149,2456,1,19771214,20061229,20,2010,201060,20106010,357,925
006216,JACOBS ENGINEERING GROUP INC,JEC,1600,236210,P,01,LU,2,52329,21011,1,19710427,E,20,2010,201030,20103010,240,925
006223,EMCOR GROUP INC,EME,1731,238210,C,01,LU,3,82694,14268,1,19951228,E,20,2010,201030,20103010,240,925
006223,EMCOR GROUP INC,EME,1731,238210,C,01,LU,1,46288,2482,1,19760130,19931008,20,2010,201030,20103010,240,925
006223,EMCOR GROUP INC,EME,1731,238210,C,00X,LU,0,46288,2482,1,19740101,19760129,20,2010,201030,20103010,240,925
006239,JEFFERIES GROUP INC,JEF,6211,523110,P,01,LC,2,86804,35031,1,19990428,E,40,4020,402030,40203020,822,800
006239,JEFFERIES GROUP INC,JEF,6211,523110,P,01,LC,1,46392,6496,1,19831013,19990427,40,4020,402030,40203020,822,800
006241,JEFFERSON-PILOT CORP,JP,6311,524113,C,99X,LC,3,48485,21015,1,20060401,20060428,40,4030,403010,40301020,825,800
006241,JEFFERSON-PILOT CORP,JP,6311,524113,P,01,LC,2,48485,21015,1,19690609,20060331,40,4030,403010,40301020,825,800
006266,JOHNSON & JOHNSON,JNJ,2834,325412,P,01,LC,1,22111,21018,1,19620131,E,35,3520,352020,35202010,280,905
006266,JOHNSON & JOHNSON,JNJ,2834,325412,C,00X,LN,0,22111,21018,-1,19500101,19620130,35,3520,352020,35202010,280,905
006268,JOHNSON CONTROLS INC,JCI,2531,336360,P,01,LC,2,42534,21019,1,19651011,E,25,2510,251010,25101010,355,925
006304,KLA-TENCOR CORP,KLAC,3827,333314,P,01,LU,1,46886,2551,1,19801008,E,45,4530,453010,45301010,247,940
006307,SEARS HOLDINGS CORP,SHLD,5331,452990,P,03,LC,6,89757,44118,1,20030610,E,25,2550,255030,25503010,445,976
006307,SEARS HOLDINGS CORP,SHLD,5331,452990,P,01,LC,1,12749,21028,1,19620131,20021218,25,2550,255030,25503010,445,976
006307,SEARS HOLDINGS CORP,SHLD,5331,452990,C,00X,LC,0,12749,21028,1,19500101,19620130,25,2550,255030,25503010,445,976
006310,KINDER MORGAN INC,KMI,4923,486210,P,01,LC,2,51596,21029,1,19701124,20070531,10,1010,101020,10102040,710,700
006333,KANSAS CITY LIFE INS CO,KCLI,6311,524113,P,01,LU,2,47088,2502,1,19721214,E,40,4030,403010,40301020,825,800
006335,KANSAS CITY SOUTHERN,KSU,4011,482111,P,01,LC,1,12650,21033,1,19630131,E,20,2030,203040,20304010,610,600
006335,KANSAS CITY SOUTHERN,KSU,4011,482111,C,00X,LC,0,12650,21033,1,19630101,19630130,20,2030,203040,20304010,610,600
006338,WESTAR ENERGY INC,WR,4931,22111,P,01,LU,1,24053,21035,1,19620131,E,55,5510,551010,55101010,705,700
006338,WESTAR ENERGY INC,WR,4931,22111,C,00X,LU,0,24053,21035,1,19580101,19620130,55,5510,551010,55101010,705,700
006357,KAYDON CORP,KDN,3562,332991,P,01,LU,1,47205,6985,1,19840413,E,20,2010,201060,20106020,345,925
006362,KEANE INC,KEA,7371,541511,P,01,LU,1,47248,2510,1,19740430,20070629,45,4510,451020,45102010,454,940
006362,KEANE INC,KEA,7371,541511,C,00X,LC,0,47248,2510,1,19740101,19740429,45,4510,451020,45102010,454,940
006375,KELLOGG CO,K,2040,311230,P,01,LU,1,26825,21041,1,19620131,E,30,3020,302020,30202030,250,978
006376,KELLWOOD CO,KWD,2330,31523,P,01,LU,1,57437,21042,1,19721214,20080229,25,2520,252030,25203010,465,976
006379,KELLY SERVICES INC  -CL A,KELYA,7363,561320,C,01,LC,2,47379,2519,1,19721214,19821231,20,2020,202020,20202010,457,978
006379,KELLY SERVICES INC  -CL A,KELYA,7363,561320,J,03,LD,6,47379,2519,-1,19820129,19821231,20,2020,202020,20202010,457,978
006379,KELLY SERVICES INC  -CL A,KELYA,7363,561320,P,03,LC,7,47379,2519,1,19830101,19840731,20,2020,202020,20202010,457,978
006379,KELLY SERVICES INC  -CL A,KELYA,7363,561320,C,01,LC,4,47379,2519,1,19840801,E,20,2020,202020,20202010,457,978
006379,KELLY SERVICES INC  -CL A,KELYA,7363,561320,J,02,LC,5,47387,2519,1,19840802,E,20,2020,202020,20202010,457,978
006386,KENNAMETAL INC,KMT,3540,333512,P,01,LU,2,44134,21045,1,19670123,E,20,2010,201060,20106020,358,925
006403,KERR-MCGEE CORP,KMG,1311,211111,C,01,LC,1,25769,21049,1,19620131,20060810,10,1010,101020,10102020,380,935
006433,KIMBALL INTERNATIONAL  -CL B,KBALB,3679,334418,P,01,LU,1,47715,2498,1,19760928,E,20,2020,202010,20201060,370,925
006435,KIMBERLY-CLARK CORP,KMB,2621,322121,P,01,LU,1,17750,21055,1,19620131,E,30,3030,303010,30301010,320,978
006435,KIMBERLY-CLARK CORP,KMB,2621,322121,C,00X,LU,0,17750,21055,1,19500501,19620130,30,3030,303010,30301010,320,978
006461,KIRBY CORP,KEX,4400,483211,P,01,LU,1,59045,21057,1,19760913,E,20,2030,203030,20303010,612,600
006475,KNIGHT-RIDDER INC,KRI,2711,511110,P,01,LC,2,48960,21061,1,19690814,20060630,25,2540,254010,25401040,415,976
006502,KROGER CO,KR,5411,445110,P,01,LU,1,16678,21068,1,19620131,E,30,3010,301010,30101030,440,978
006502,KROGER CO,KR,5411,445110,C,00X,LU,0,16678,21068,1,19500101,19620130,30,3010,301010,30101030,440,978
006509,KULICKE & SOFFA INDUSTRIES,KLIC,3559,333295,C,01,LU,2,48144,2552,1,19721214,E,45,4530,453010,45301010,247,940
006529,LSI CORP,LSI,3674,334413,P,01,LU,1,48267,5995,1,19830513,E,45,4530,453010,45301020,235,940
006543,LA-Z-BOY INC,LZB,2510,337121,P,01,LU,2,48347,2615,1,19721214,E,25,2520,252010,25201020,315,976
006547,LACLEDE GROUP INC,LG,4924,221210,P,01,LU,1,12781,21080,1,19620131,E,55,5510,551020,55102010,710,700
006547,LACLEDE GROUP INC,LG,4924,221210,C,00X,LU,0,12781,21080,1,19501001,19620130,55,5510,551020,55102010,710,700
006552,LAFARGE NORTH AMERICA INC,LAF,3270,327320,P,01,LU,1,65656,6066,1,19830614,20060630,15,1510,151020,15102010,155,976
006552,LAFARGE NORTH AMERICA INC,LAF,3270,327320,J,01C,LX,2,65656,6066,-1,19980430,20060630,15,1510,151020,15102010,155,976
006565,LAM RESEARCH CORP,LRCX,3559,333295,P,01,LU,1,48486,7013,1,19840504,E,45,4530,453010,45301010,247,940
006573,LANCASTER COLONY CORP,LANC,2030,311941,P,01,LU,2,48523,2600,1,19721214,E,30,3020,302020,30202030,203,976
006639,LEE ENTERPRISES INC,LEE,2711,511110,P,01,LU,2,50286,21090,1,19700317,E,25,2540,254010,25401040,415,976
006649,LEGGETT & PLATT INC,LEG,2510,337910,P,01,LU,2,60943,2636,1,19721214,E,25,2520,252010,25201020,315,976
006653,LEGG MASON INC,LM,6282,523920,P,01,LU,1,65330,21092,1,19830801,E,40,4020,402030,40203010,822,800
006669,LENNAR CORP,LEN,1531,236117,J,03,LU,4,89731,21095,1,20030415,E,25,2520,252010,25201030,305,976
006669,LENNAR CORP,LEN,1531,236117,P,01,LC,2,52708,21095,1,19710623,E,25,2520,252010,25201030,305,976
006682,LEUCADIA NATIONAL CORP,LUK,9997,999977,P,01,LU,1,20415,21097,1,19620131,E,40,4020,402010,40201030,355,925
006682,LEUCADIA NATIONAL CORP,LUK,9997,999977,C,00X,LU,0,20415,21097,1,19500101,19620130,40,4020,402010,40201030,355,925
006707,LIBERTY CORP,LC,4833,515120,P,01,LU,2,47802,21099,1,19690225,20060131,25,2540,254010,25401020,150,978
006730,LILLY (ELI) & CO,LLY,2834,325412,P,01,LU,2,50876,21102,1,19700709,E,35,3520,352020,35202010,285,905
006733,LIMITED BRANDS INC,LTD,5621,448120,C,01,LU,2,64282,2664,1,19730209,E,25,2550,255040,25504010,452,976
006737,LINCOLN ELECTRIC HLDGS INC,LECO,3540,333992,N,02,LC,5,81717,27454,1,19971231,19980630,20,2010,201060,20106020,357,925
006737,LINCOLN ELECTRIC HLDGS INC,LECO,3540,333992,N,02,LD,4,81678,27454,-1,19950613,19971230,20,2010,201060,20106020,357,925
006737,LINCOLN ELECTRIC HLDGS INC,LECO,3540,333992,C,01,LC,1,81678,27454,1,19950613,E,20,2010,201060,20106020,357,925
006742,LINCOLN NATIONAL CORP,LNC,6311,524113,P,01,LC,1,49015,21105,1,19720131,E,40,4030,403010,40301020,825,800
006742,LINCOLN NATIONAL CORP,LNC,6311,524113,C,00X,LC,0,49015,21105,1,19720101,19720130,40,4030,403010,40301020,825,800
006768,LIZ CLAIBORNE INC,LIZ,2330,31523,P,01,LU,1,49905,2678,1,19810609,E,25,2520,252030,25203010,465,976
006774,LOCKHEED MARTIN CORP,LMT,3760,336414,P,01,LU,1,21178,21110,1,19620131,E,20,2010,201010,20101010,110,925
006774,LOCKHEED MARTIN CORP,LMT,3760,336414,C,00X,LU,0,21178,21110,1,19500101,19620130,20,2010,201010,20101010,110,925
006781,LOEWS CORP,L,6331,524126,P,01,LC,1,26710,21111,1,19620131,E,40,4030,403010,40301030,830,800
006788,RANGE RESOURCES CORP,RRC,1311,211111,C,01,LU,1,50017,2706,1,19800619,E,10,1010,101020,10102020,380,935
006797,LONE STAR TECHNOLOGIES,LSS,3317,331210,P,01,LU,1,89675,7572,1,19850628,20070629,10,1010,101010,10101020,460,970
006799,KEYSPAN CORP,KSE,4931,22111,P,01,LC,1,24360,21116,1,19620131,20070824,55,5510,551030,55103010,705,700
006799,KEYSPAN CORP,KSE,4931,22111,C,00X,LC,0,24360,21116,1,19510101,19620130,55,5510,551030,55103010,705,700
006802,LONGS DRUG STORES CORP,LDG,5912,446110,P,01,LC,2,53612,21117,1,19711129,20081030,30,3010,301010,30101010,435,978
006803,LONGVIEW FIBRE CO,LFB,2650,525930,P,01,LU,2,50092,2645,1,19721214,20070430,40,4040,404020,40402070,400,970
006821,LOUISIANA-PACIFIC CORP,LPX,2400,321219,P,01,LU,1,56223,21121,1,19721229,E,15,1510,151050,15105010,400,970
006829,LOWE'S COMPANIES INC,LOW,5211,444110,P,01,LU,2,61399,2709,1,19721214,E,25,2550,255040,25504030,450,976
006830,LUBRIZOL CORP,LZ,2990,324191,P,01,LU,2,43721,21123,1,19660822,E,15,1510,151010,15101050,167,970
006865,MDC HOLDINGS INC,MDC,1531,236117,P,01,LU,2,66245,21130,1,19821101,E,25,2520,252010,25201030,305,976
006867,MDU RESOURCES GROUP INC,MDU,4932,221210,P,01,LC,1,23835,21132,1,19620131,E,55,5510,551030,55103010,710,700
006867,MDU RESOURCES GROUP INC,MDU,4932,221210,C,00X,LC,0,23835,21132,1,19510101,19620130,55,5510,551030,55103010,710,700
006908,MACDERMID INC,MRD,2890,325199,P,01,LU,2,50666,2743,1,19721214,20070430,15,1510,151010,15101050,167,970
006994,MANITOWOC CO,MTW,3530,333923,P,01,LU,1,51263,2767,1,19721214,E,20,2010,201060,20106010,345,925
007017,MARATHON OIL CORP,MRO,2911,324110,C,01,LC,3,15069,21795,1,19910412,E,10,1010,101020,10102010,385,935
007017,MARATHON OIL CORP,MRO,2911,324110,C,01,LC,1,13047,22405,1,19620131,19820311,10,1010,101020,10102010,385,935
007017,MARATHON OIL CORP,MRO,2911,324110,C,00X,LC,0,13047,22405,1,19500101,19620130,10,1010,101020,10102010,385,935
007063,HOST HOTELS & RESORTS INC,HST,6798,531110,P,01,LU,2,46703,21157,1,19680826,E,40,4040,404020,40402070,850,800
007065,MARSH & MCLENNAN COS,MMC,6411,524210,P,01,LU,2,45751,21158,1,19680216,E,40,4030,403010,40301010,330,800
007067,MARSHALL & ILSLEY CORP,MI,6020,522110,P,01,LU,2,51706,3042,1,19721214,E,40,4010,401010,40101015,817,800
007085,MASCO CORP,MAS,2430,337110,P,01,LU,1,34032,21161,1,19620702,E,20,2010,201020,20102010,155,976
007116,MATTEL INC,MAT,3942,339931,C,01,LU,2,39538,21168,1,19630812,E,25,2520,252020,25202010,475,976
007123,MAXTOR CORP,MXO,3572,334112,C,01,LC,1,89894,7680,1,19850807,19960112,45,4520,452020,45202020,188,940
007123,MAXTOR CORP,MXO,3572,334112,C,01,LC,3,86281,7680,1,19980731,20060519,45,4520,452020,45202020,188,940
007146,MCCORMICK & COMPANY INC,MKC,2090,311942,J,02,LU,3,89155,2801,1,20010917,E,30,3020,302020,30202030,250,978
007146,MCCORMICK & COMPANY INC,MKC,2090,311942,P,01,LU,1,52090,2801,1,19721214,E,30,3020,302020,30202030,250,978
007154,MCDONALD'S CORP,MCD,5812,722211,P,01,LU,2,43449,21177,1,19660705,E,25,2530,253010,25301040,420,978
007163,MCGRAW-HILL COMPANIES,MHP,2731,511130,P,01,LU,1,17478,21179,1,19620131,E,25,2540,254010,25401040,410,976
007163,MCGRAW-HILL COMPANIES,MHP,2731,511130,C,00X,LU,0,17478,21179,1,19500101,19620130,25,2540,254010,25401040,410,976
007171,MCKESSON CORP,MCK,5122,424210,P,01,LC,3,81061,30521,1,19941201,E,35,3510,351020,35102010,217,978
007171,MCKESSON CORP,MCK,5122,424210,P,01,LC,2,25646,21180,1,19670720,19941130,35,3510,351020,35102010,217,978
007171,MCKESSON CORP,MCK,5122,424210,P,01,LC,1,21266,23057,1,19620131,19670719,35,3510,351020,35102010,217,978
007171,MCKESSON CORP,MCK,5122,424210,C,00X,LC,0,21266,23057,1,19610401,19620130,35,3510,351020,35102010,217,978
007186,MEDCO HEALTH SOLUTIONS INC,MHS,5912,446110,P,02,LC,1,89813,44277,1,20030820,E,35,3510,351020,35102015,447,976
007186,MEDCO HEALTH SOLUTIONS INC,MHS,5912,446110,P,01,LU,0,52258,6995,1,19840418,19931130,35,3510,351020,35102015,447,976
007203,MEDIA GENERAL  -CL A,MEG,2711,511110,P,01,LU,2,50972,21183,1,19700803,E,25,2540,254010,25401040,415,976
007228,MEDTRONIC INC,MDT,3845,334510,P,01,LU,2,60097,2850,1,19721214,E,35,3510,351010,35101010,300,905
007238,MELLON FINANCIAL CORP,MEL,6020,5239,P,01,LC,2,59379,2968,1,19721214,20070629,40,4020,402030,40203010,815,800
007241,CVS CAREMARK CORP,CVS,5912,446110,P,01,LC,1,17005,21185,1,19620131,E,30,3010,301010,30101010,435,978
007241,CVS CAREMARK CORP,CVS,5912,446110,C,00X,LC,0,17005,21185,1,19500101,19620130,30,3010,301010,30101010,435,978
007251,MENTOR GRAPHICS CORP,MENT,7373,541512,P,01,LU,1,52813,6791,1,19840118,E,45,4510,451030,45103010,185,940
007253,MERCANTILE BANKSHARES CORP,MRBK,6020,522110,P,01,LC,1,52840,3029,1,19780131,20070330,40,4010,401010,40101015,817,800
007253,MERCANTILE BANKSHARES CORP,MRBK,6020,522110,C,00X,LC,0,52840,3029,1,19780101,19780130,40,4010,401010,40101015,817,800
007257,MERCK & CO,MRK,2834,325412,P,01,LU,1,22752,21188,1,19620131,E,35,3520,352020,35202010,285,905
007257,MERCK & CO,MRK,2834,325412,C,00X,LU,0,22752,21188,1,19500101,19620130,35,3520,352020,35202010,285,905
007260,MEREDITH CORP,MDP,2721,511120,P,01,LU,2,42796,21189,1,19651209,E,25,2540,254010,25401040,410,976
007267,MERRILL LYNCH & CO INC,MER,6211,523110,P,01,LC,2,52919,21190,1,19710727,20081231,40,4020,402030,40203020,822,800
007343,MICRON TECHNOLOGY INC,MU,3674,334413,P,01,LU,1,53613,7065,1,19840601,E,45,4530,453010,45301020,235,940
007346,MICROSEMI CORP,MSCC,3674,334413,P,01,LU,1,53640,3047,1,19810327,E,45,4530,453010,45301020,235,940
007366,ENTERGY CORP,ETR,4911,22111,P,01,LU,1,24010,21201,1,19620131,E,55,5510,551010,55101010,705,700
007366,ENTERGY CORP,ETR,4911,22111,C,00X,LU,0,24010,21201,1,19510101,19620130,55,5510,551010,55101010,705,700
007401,MILLER (HERMAN) INC,MLHR,2520,3372,P,01,LU,1,54114,2949,1,19721214,E,20,2020,202010,20201060,370,925
007409,MILLIPORE CORP,MIL,3826,334516,P,01,LU,2,54181,2925,1,19721214,E,35,3520,352030,35203010,357,925
007420,MINE SAFETY APPLIANCES CO,MSA,3842,339113,P,01,LU,2,54253,2971,1,19721214,E,20,2020,202010,20201060,300,905
007435,3M CO,MMM,2670,322222,P,01,LU,1,22592,21205,1,19620131,E,20,2010,201050,20105010,355,925
007435,3M CO,MMM,2670,322222,C,00X,LU,0,22592,21205,1,19500101,19620130,20,2010,201050,20105010,355,925
007437,ALLETE INC,ALE,4931,221111,P,01,LC,1,24248,21206,1,19620131,E,55,5510,551010,55101010,705,700
007437,ALLETE INC,ALE,4931,221111,C,00X,LC,0,24248,21206,1,19510101,19620130,55,5510,551010,55101010,705,700
007506,MOLEX INC,MOLX,3678,334417,J,03,LU,3,76234,2991,1,19900726,E,45,4520,452030,45203020,220,925
007506,MOLEX INC,MOLX,3678,334417,P,01,LU,2,54827,2991,1,19721214,E,45,4520,452030,45203020,220,925
007585,MOTOROLA INC,MOT,3663,334220,P,01,LC,1,22779,21230,1,19620131,E,45,4520,452010,45201020,180,940
007585,MOTOROLA INC,MOT,3663,334220,C,00X,LC,0,22779,21230,1,19500101,19620130,45,4520,452010,45201020,180,940
007620,MURPHY OIL CORP,MUR,2911,324110,P,01,LU,1,28345,21236,1,19620102,E,10,1010,101020,10102010,380,935
007637,MYLAN INC,MYL,2834,325412,P,01,LU,0,69550,3104,1,19730223,E,35,3520,352020,35202010,283,905
007647,BANK OF AMERICA CORP,BAC,6020,522110,P,01,LC,2,59408,3151,1,19721214,E,40,4020,402010,40201020,810,800
007648,NCR CORP,NCR,3578,334119,C,01,LU,3,84372,31832,1,19970102,E,45,4520,452020,45202010,190,940
007648,NCR CORP,NCR,3578,334119,C,01,LU,1,19537,21241,1,19620131,19910919,45,4520,452020,45202010,190,940
007648,NCR CORP,NCR,3578,334119,C,00X,LU,0,19537,21241,1,19500101,19620130,45,4520,452020,45202010,190,940
007658,NL INDUSTRIES,NL,3562,332991,P,02,LU,1,13303,21245,1,19620131,E,15,1510,151010,15101010,167,970
007658,NL INDUSTRIES,NL,3562,332991,C,00X,LU,0,13303,21245,1,19500101,19620130,15,1510,151010,15101010,167,970
007711,NATIONAL CITY CORP,NCC,6020,522110,P,01,LC,2,56232,3157,1,19730501,20081231,40,4010,401010,40101015,815,800
007723,NDCHEALTH CORP,NDC,6411,524292,P,01,LU,2,56363,3161,1,19721214,20060131,35,3510,351020,35102015,453,940
007733,NATIONAL FUEL GAS CO,NFG,4924,221210,P,01,LU,1,25590,21255,1,19620131,E,55,5510,551020,55102010,710,700
007733,NATIONAL FUEL GAS CO,NFG,4924,221210,C,00X,LU,0,25590,21255,1,19580101,19620130,55,5510,551020,55102010,710,700
007750,TENET HEALTHCARE CORP,THC,8062,622110,P,01,LU,2,52337,21258,1,19710428,E,35,3510,351020,35102020,295,905
007772,NATIONAL SEMICONDUCTOR CORP,NSM,3674,334413,P,01,LU,2,51377,21261,1,19701020,E,45,4530,453010,45301020,235,940
007849,NEW JERSEY RESOURCES CORP,NJR,4924,221210,P,01,LU,2,64450,3200,1,19721214,E,55,5510,551020,55102010,710,700
007862,ENERGY EAST CORP,EAS,4931,2211,P,01,LC,1,24096,21278,1,19620131,E,55,5510,551030,55103010,705,700
007862,ENERGY EAST CORP,EAS,4931,2211,C,00X,LC,0,24096,21278,1,19510101,19620130,55,5510,551030,55103010,705,700
007866,NEW YORK TIMES CO  -CL A,NYT,2711,511110,P,01,LU,2,47466,21280,1,19690114,E,25,2540,254010,25401040,415,976
007875,NEWELL RUBBERMAID INC,NWL,3089,326199,P,01,LU,2,60986,3178,1,19721214,E,25,2520,252010,25201050,325,978
007881,NEWMONT MINING CORP,NEM,1040,212221,P,01,LU,1,21207,21286,1,19620131,E,15,1510,151040,15104030,265,970
007881,NEWMONT MINING CORP,NEM,1040,212221,C,00X,LU,0,21207,21286,1,19610101,19620130,15,1510,151040,15104030,265,970
007882,NEWPARK RESOURCES,NR,5093,423930,C,02,LU,1,34673,24025,1,19660131,E,10,1010,101010,10101020,459,978
007883,NEWPORT CORP,NEWP,3821,333298,P,01,LU,1,57534,3179,1,19780131,E,45,4520,452030,45203010,230,940
007883,NEWPORT CORP,NEWP,3821,333298,C,00X,LU,0,57534,3179,1,19730501,19780130,45,4520,452030,45203010,230,940
007892,NIAGARA MOHAWK HOLDINGS INC,NMK,4931,22111,P,01,LU,1,24184,21288,1,19620131,20020228,55,5510,551010,55101010,705,700
007892,NIAGARA MOHAWK HOLDINGS INC,NMK,4931,22111,C,00X,LU,0,24184,21288,1,19510101,19620130,55,5510,551010,55101010,705,700
007904,NICOR INC,GAS,4924,221210,P,01,LU,2,48274,21293,1,19690502,E,55,5510,551020,55102010,710,700
007906,NIKE INC,NKE,3021,316211,P,01,LU,1,57665,3194,1,19801202,E,25,2520,252030,25203020,455,976
007912,NOBLE ENERGY INC,NBL,1311,211111,P,01,LU,2,61815,3219,1,19721214,E,10,1010,101020,10102020,380,935
007921,NORDSON CORP,NDSN,3569,333999,P,01,LU,1,57809,3160,1,19791213,E,20,2010,201060,20106020,357,925
007922,NORDSTROM INC,JWN,5651,448140,P,01,LU,2,57817,3217,1,19721214,E,25,2550,255030,25503010,430,976
007923,NORFOLK SOUTHERN CORP,NSC,4011,482111,P,01,LC,3,64311,21294,1,19820625,E,20,2030,203040,20304010,610,600
007923,NORFOLK SOUTHERN CORP,NSC,4011,482111,P,01,LC,1,13522,22446,1,19620131,19820601,20,2030,203040,20304010,610,600
007923,NORFOLK SOUTHERN CORP,NSC,4011,482111,C,00X,LC,0,13522,22446,1,19590101,19620130,20,2030,203040,20304010,610,600
007938,NACCO INDUSTRIES  -CL A,NC,3537,333924,P,01,LU,1,28118,21247,1,19620131,E,20,2010,201060,20106010,345,925
007970,NORTHEAST UTILITIES,NU,4911,22111,P,01,LU,2,44206,21299,1,19670220,E,55,5510,551010,55101010,705,700
007974,NISOURCE INC,NI,4931,22111,P,01,LU,2,38762,21244,1,19621219,E,55,5510,551030,55103010,710,700
007977,XCEL ENERGY INC,XEL,4931,22111,P,01,LU,1,23931,21300,1,19620131,E,55,5510,551030,55103010,705,700
007977,XCEL ENERGY INC,XEL,4931,22111,C,00X,LU,0,23931,21300,1,19510101,19620130,55,5510,551030,55103010,705,700
007982,NORTHERN TRUST CORP,NTRS,6020,522110,P,01,LU,2,58246,3275,1,19721214,E,40,4020,402030,40203010,815,800
007985,NORTHROP GRUMMAN CORP,NOC,3812,334511,P,01,LU,2,24766,21303,1,19620131,E,20,2010,201010,20101010,220,925
007985,NORTHROP GRUMMAN CORP,NOC,3812,334511,C,00X,LU,1,24766,21303,1,19511210,19620130,20,2010,201010,20101010,220,925
